"X","Author","Filename","NumLines"
0,"Namit Jain","contrib/src/test/org/apache/hadoop/hive/contrib/mr/TestGenericMR.java",85
1,"Ashutosh Chauhan","contrib/src/test/org/apache/hadoop/hive/contrib/mr/TestGenericMR.java",11
2,"Zheng Shao","contrib/src/test/org/apache/hadoop/hive/contrib/mr/TestGenericMR.java",47
3,"Namit Jain","contrib/src/test/org/apache/hadoop/hive/contrib/serde2/TestRegexSerDe.java",64
4,"Zheng Shao","contrib/src/test/org/apache/hadoop/hive/contrib/serde2/TestRegexSerDe.java",31
5,"Ashutosh Chauhan","contrib/src/test/org/apache/hadoop/hive/contrib/serde2/TestRegexSerDe.java",3
6,"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextInputFormat.java",145
7,"John Sichi","contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextInputFormat.java",28
8,"Zheng Shao","contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextInputFormat.java",31
9,"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextOutputFormat.java",97
10,"Carl Steinbach","contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextOutputFormat.java",5
11,"Zheng Shao","contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextOutputFormat.java",30
12,"John Sichi","contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextOutputFormat.java",1
13,"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleAvg.java",93
14,"Zheng Shao","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleAvg.java",33
15,"Owen O'Malley","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleMax.java",32
16,"Ning Zhang","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleMax.java",3
17,"Ashish Thusoo","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleMax.java",176
18,"Zheng Shao","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleMax.java",1
19,"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleMax.java",55
20,"Dhruba Borthakur","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleMax.java",2
21,"Namit Jain","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleGroupConcat.java",91
22,"Zheng Shao","contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleGroupConcat.java",24
